380,0.00016968,0.0001416,0.0021421,0.00042884
382,0.00023507,0.00019781,0.0029323,0.00057085
384,0.00032561,0.00027631,0.0040128,0.00076229
386,0.00045099,0.0003859,0.0054899,0.0010214
388,0.00062457,0.00053891,0.0075087,0.0013735
390,0.00086487,0.00075249,0.010267,0.001854
392,0.0011959,0.0010499,0.014047,0.002512
394,0.001643,0.0014587,0.019263,0.0034164
396,0.0022379,0.0020124,0.026421,0.0046635
398,0.0030153,0.0027488,0.036161,0.0063881
400,0.0040103,0.0037068,0.049276,0.0087792
402,0.0052636,0.0049307,0.066751,0.012101
404,0.0068695,0.0065165,0.090038,0.016726
406,0.0088098,0.0084543,0.1187,0.022689
408,0.011113,0.010802,0.15304,0.030198
410,0.01398,0.013841,0.19684,0.040257
412,0.016646,0.016929,0.24073,0.051253
414,0.019757,0.020744,0.29372,0.065311
416,0.02307,0.025007,0.35086,0.081613
418,0.026573,0.029712,0.41042,0.099979
420,0.030771,0.03557,0.47938,0.12248
422,0.034209,0.041056,0.53433,0.14345
424,0.038132,0.047582,0.59411,0.16793
426,0.042223,0.054631,0.65331,0.19482
428,0.046463,0.062141,0.71027,0.22396
430,0.051349,0.070972,0.76959,0.25719
432,0.055722,0.079738,0.8116,0.28813
434,0.060599,0.0897,0.8541,0.32238
436,0.065426,0.099712,0.89358,0.35833
438,0.070123,0.10945,0.92939,0.39563
440,0.075294,0.12005,0.96452,0.43617
442,0.079563,0.12952,0.97696,0.47013
444,0.084438,0.14022,0.98746,0.50592
446,0.089695,0.15162,0.9958,0.5426
448,0.095311,0.16353,1,0.57995
450,0.10153,0.17622,0.99648,0.61883
452,0.10688,0.18704,0.96745,0.64944
454,0.11296,0.19897,0.93292,0.68038
456,0.11985,0.21249,0.89775,0.71061
458,0.12761,0.22775,0.86355,0.73989
460,0.13632,0.24446,0.82929,0.76899
462,0.14574,0.26175,0.79227,0.79707
464,0.1559,0.27969,0.75155,0.82464
466,0.16627,0.29748,0.70415,0.84931
468,0.17661,0.31472,0.65042,0.87075
470,0.1871,0.33156,0.5933,0.89096
472,0.19815,0.34852,0.53581,0.91219
474,0.20973,0.36562,0.47931,0.932
476,0.22239,0.38389,0.42598,0.94937
478,0.23649,0.40402,0.37736,0.96409
480,0.25212,0.42622,0.33439,0.97682
482,0.26886,0.44975,0.29653,0.98654
484,0.28632,0.47384,0.26237,0.99395
486,0.30358,0.49676,0.23039,0.99848
488,0.3208,0.51871,0.20095,1
490,0.33957,0.54233,0.1753,0.99886
492,0.36119,0.56966,0.15366,0.99498
494,0.3847,0.59895,0.13492,0.98832
496,0.40804,0.62673,0.11801,0.97843
498,0.4304,0.65187,0.10246,0.96534
500,0.45273,0.67626,0.088132,0.94953
502,0.47629,0.70212,0.075028,0.9319
504,0.5006,0.72853,0.063068,0.9117
506,0.52547,0.75495,0.052319,0.88948
508,0.55059,0.78061,0.043047,0.86536
510,0.57558,0.80477,0.035506,0.83914
512,0.60041,0.82727,0.029603,0.81102
514,0.62589,0.84977,0.024848,0.78122
516,0.65251,0.87363,0.020837,0.74934
518,0.6799,0.89831,0.01741,0.71571
520,0.70648,0.92096,0.014529,0.68126
522,0.73027,0.93839,0.012123,0.64624
524,0.75135,0.95092,0.010102,0.61091
526,0.77051,0.96001,0.0083927,0.57549
528,0.7885,0.967,0.006957,0.5402
530,0.80603,0.97303,0.0057714,0.50526
532,0.82306,0.97827,0.004797,0.47043
534,0.84095,0.98381,0.0039889,0.43637
536,0.86057,0.99017,0.0033085,0.40341
538,0.88133,0.99638,0.0027352,0.37165
540,0.9008,1,0.002257,0.34102
542,0.91703,0.99928,0.0018618,0.31164
544,0.92935,0.99379,0.0015353,0.28361
546,0.93759,0.98353,0.0012653,0.257
548,0.94326,0.9703,0.0010419,0.23188
550,0.9496,0.95739,0.00085716,0.20831
552,0.95895,0.94687,0.00070464,0.18631
554,0.96956,0.93635,0.00057932,0.16591
556,0.97819,0.92225,0.00047659,0.14704
558,0.9839,0.90411,0.00039231,0.1297
560,0.98818,0.88434,0.00032296,0.11392
562,0.99277,0.86507,0.00026593,0.099751
564,0.99658,0.84458,0.00021892,0.087004
566,0.99911,0.8216,0.0001803,0.075606
568,1,0.79596,0.00014861,0.065473
570,0.99908,0.76843,0.00012258,0.056515
572,0.99606,0.73947,0.0001012,0.048636
574,0.98981,0.70833,8.3613e-05,0.041742
576,0.9793,0.67425,6.9146e-05,0.035736
578,0.96614,0.63843,5.7247e-05,0.030527
580,0.95452,0.60352,4.747e-05,0.026027
582,0.94625,0.5706,3.94e-05,0.022133
584,0.93943,0.53938,3.2758e-05,0.018794
586,0.93025,0.5087,2.7277e-05,0.01594
588,0.91726,0.47795,2.2745e-05,0.013506
590,0.90125,0.44691,1.8992e-05,0.011434
592,0.88305,0.41567,1.588e-05,0.0096737
594,0.86347,0.38498,1.3307e-05,0.0081807
596,0.84245,0.35523,1.1173e-05,0.0069102
598,0.82013,0.32656,9.3991e-06,0.0058312
600,0.79675,0.29893,7.9204e-06,0.0049206
602,0.77268,0.27247,6.6869e-06,0.0041563
604,0.74723,0.24729,5.6545e-06,0.0035114
606,0.72019,0.22368,4.7911e-06,0.0029662
608,0.69176,0.20174,4.0687e-06,0.0025056
610,0.66247,0.18147,3.4627e-06,0.0021174
612,0.63252,0.16277,2.9522e-06,0.0017903
614,0.60221,0.1456,2.5221e-06,0.0015146
616,0.57162,0.12985,2.1578e-06,0.0012816
618,0.54121,0.11546,1.8453e-06,0.0010847
620,0.51176,0.10239,1.578e-06,0.00091875
622,0.48333,0.090542,1.3494e-06,0.00077874
624,0.45474,0.079866,1.1539e-06,0.00066058
626,0.42506,0.070333,9.8718e-07,0.00056104
628,0.39462,0.061847,8.4489e-07,0.0004771
630,0.36465,0.054272,7.2311e-07,0.00040606
632,0.33613,0.047524,6.1887e-07,0.00034589
634,0.30925,0.041533,5.2965e-07,0.00029489
636,0.284,0.036238,4.5329e-07,0.00025163
638,0.26051,0.031548,3.8794e-07,0.0002149
640,0.23899,0.02737,3.32e-07,0.0001837
642,0.21898,0.023617,2.8363e-07,0.00015689
644,0.20019,0.020386,2.4231e-07,0.00013412
646,0.18194,0.017691,2.07e-07,0.00011475
648,0.16421,0.015425,1.7684e-07,9.8267e-05
650,0.14738,0.013435,1.5107e-07,8.4228e-05
652,0.13184,0.011642,1.2917e-07,7.2322e-05
654,0.11759,0.010037,1.1044e-07,6.2155e-05
656,0.10466,0.008626,9.4384e-08,5.3441e-05
658,0.093013,0.0073999,8.0627e-08,4.5969e-05
660,0.082551,0.0063431,6.8875e-08,3.9577e-05
662,0.073097,0.0054319,5.8783e-08,3.4074e-05
664,0.064619,0.0046581,5.017e-08,2.9362e-05
666,0.05702,0.0040066,4.2818e-08,2.5324e-05
668,0.050219,0.0034561,3.6544e-08,2.186e-05
670,0.044142,0.0029845,3.1188e-08,1.8886e-05
672,0.038721,0.0025762,2.6617e-08,1.633e-05
674,0.033894,0.0022222,2.2716e-08,1.4133e-05
676,0.029601,0.0019158,1.9387e-08,1.2241e-05
678,0.025794,0.0016509,1.6545e-08,1.0612e-05
680,0.022433,0.0014218,1.412e-08,9.2069e-06
682,0.019472,0.0012236,1.205e-08,7.9946e-06
684,0.016853,0.0010514,1.0283e-08,6.9476e-06
686,0.014528,0.00090105,8.7756e-09,6.0427e-06
688,0.012491,0.00077103,7.489e-09,5.2599e-06
690,0.010749,0.00066083,6.3909e-09,4.5822e-06
692,0.0092845,0.00056864,5.4538e-09,3.9949e-06
694,0.0080385,0.0004908,4.6541e-09,3.4857e-06
696,0.00696,0.00042421,3.9716e-09,3.0438e-06
698,0.006021,0.0003668,3.3891e-09,2.66e-06
700,0.0052069,0.00031721,2.8921e-09,2.3264e-06
702,0.0045023,0.00027426,2.4679e-09,0
704,0.0038892,0.0002369,2.1059e-09,0
706,0.003352,0.00020428,1.797e-09,0
708,0.0028824,0.0001759,1.5334e-09,0
710,0.0024756,0.00015143,1.3085e-09,0
712,0.002126,0.00013051,1.1165e-09,0
714,0.0018274,0.00011265,9.5274e-10,0
716,0.0015736,9.7403e-05,8.1296e-10,0
718,0.0013572,8.4346e-05,6.9368e-10,0
720,0.0011712,7.3086e-05,5.919e-10,0
722,0.0010103,6.3336e-05,5.0505e-10,0
724,0.0008717,5.4924e-05,4.3094e-10,0
726,0.00075312,4.7701e-05,3.677e-10,0
728,0.00065166,4.1493e-05,3.1374e-10,0
730,0.00056434,3.6126e-05,2.6769e-10,0
732,0.0004888,3.1458e-05,2.284e-10,0
734,0.00042322,2.7392e-05,1.9488e-10,0
736,0.00036612,2.3846e-05,1.6628e-10,0
738,0.00031668,2.0771e-05,1.4187e-10,0
740,0.00027438,1.8135e-05,1.2104e-10,0
742,0.00023843,1.5889e-05,1.0328e-10,0
744,0.00020752,1.3946e-05,8.8114e-11,0
746,0.00018053,1.2234e-05,7.5178e-11,0
748,0.0001569,1.072e-05,6.4141e-11,0
750,0.00013641,9.395e-06,5.4723e-11,0
752,0.00011874,8.2433e-06,4.6689e-11,0
754,0.00010349,7.2428e-06,3.9833e-11,0
756,9.0292e-05,6.3722e-06,3.3984e-11,0
758,7.8831e-05,5.6112e-06,2.8994e-11,0
760,6.8835e-05,4.9414e-06,2.4736e-11,0
762,6.0099e-05,4.3495e-06,2.1103e-11,0
764,5.2502e-05,3.8295e-06,1.8004e-11,0
766,4.5933e-05,3.3757e-06,1.536e-11,0
768,4.0238e-05,2.9788e-06,1.3104e-11,0
770,3.5242e-05,2.6282e-06,1.1179e-11,0
772,3.0832e-05,2.3166e-06,9.5366e-12,0
774,2.6981e-05,2.0428e-06,8.1365e-12,0
776,2.366e-05,1.8056e-06,6.9406e-12,0
778,2.0798e-05,1.5999e-06,5.9212e-12,0
780,1.8298e-05,1.4191e-06,5.0512e-12,0
